,title,rating,num_ratings,num_reviews,num_awards,language,num_page,cover_type,published_year,genre,author
9744,This is Where I Leave You,3.88,140092,12634,1.0,English,339 pages,Hardcover,Published August 6th 2009 by Orion (first published November 10th 2003),Fiction,Jonathan Tropper
9745,Exhalation,4.27,75383,9671,9.0,English,368 pages,Kindle Edition,Published May 7th 2019 by Knopf,Short Stories,Ted Chiang
9746,The Scorch Trials,3.90,536523,28751,,English,362 pages,Hardcover,Published October 12th 2010 by Delacorte Press,Young Adult,James Dashner
9747,The Chosen,4.06,90324,4691,2.0,English,304 pages,Mass Market Paperback,Published April 12th 1987 by Fawcett Books (first published 1966),Fiction,Chaim Potok
9748,Geek Love,3.96,63361,6564,1.0,English,348 pages,Paperback,Published June 11th 2002 by Random House Vintage (first published March 1989),Fiction,Katherine Dunn
9749,Ishmael,4.00,92225,6019,,English,338 pages,Kindle Edition,Published December 16th 2009 by Bantam (first published 1992),Fiction,Daniel Quinn
9750,Waiting for Godot,3.84,186942,7465,,English,109 pages,Paperback,Published 2011 by Grove (first published April 1st 1952),Plays,Samuel Beckett
9751,The Story of Edgar Sawtelle,3.63,96351,14006,6.0,English,566 pages,Hardcover,Published June 1st 2008 by Ecco,Fiction,David Wroblewski
9752,Unaccustomed Earth,4.12,89770,8499,4.0,English,352 pages,Hardcover,Published 2008 by Knopf,Fiction,Jhumpa Lahiri
9753,The Island of Dr. Moreau,3.73,111428,5706,1.0,English,153 pages,Paperback,Published March 31st 1999 by Bantam Classics (first published 1896),Classics,H.G. Wells
9754,If We Were Villains,4.23,139042,26523,,English,354 pages,Hardcover,Published April 11th 2017 by Flatiron Books,Mystery,M.L. Rio
9755,Assassin's Apprentice,4.17,289668,14061,3.0,English,435 pages,Mass Market Paperback,Published March 1st 1996 by Spectra Books (first published May 1995),Fantasy,Robin Hobb
9756,The Housekeeper and the Professor,4.04,59232,9174,3.0,English,180 pages,Paperback,Published February 3rd 2009 by Picador (first published August 2003),Fiction,Yōko Ogawa
9757,Shutter Island,4.10,182860,9673,4.0,English,369 pages,Mass Market Paperback,Published April 27th 2004 by HarperTorch (first published 2003),Mystery,Dennis Lehane
9758,Pale Fire,4.16,46847,3289,1.0,English,246 pages,Paperback,Published August 31st 2000 by Penguin Books Ltd (first published 1962),Fiction,Vladimir Nabokov
9759,The Plot Against America,3.79,57802,4894,6.0,English,391 pages,Paperback,Published September 27th 2005 by Vintage International (first published October 5th 2004),Fiction,Philip Roth
9760,The Lowland,3.86,90709,8756,7.0,English,340 pages,Hardcover,Published September 24th 2013 by Knopf,Fiction,Jhumpa Lahiri
9761,This Is How You Lose Her,3.75,95093,7841,7.0,English,217 pages,Hardcover,Published September 11th 2012 by Riverhead Books (first published March 22nd 2010),Fiction,Junot Díaz
9762,Galápagos,3.87,76265,3404,1.0,English,324 pages,Paperback,Published January 12th 1999 by Dial Press (first published 1985),Fiction,Kurt Vonnegut Jr.
9763,Gathering Blue,3.82,179926,12446,2.0,English,240 pages,Paperback,Published September 25th 2000 by Delacorte Press (first published September 2000),Young Adult,Lois Lowry
9764,The Wasp Factory,3.79,89414,5510,1.0,English,184 pages,Paperback,Published 1998 by Simon & Schuster (NYC) (first published 1984),Fiction,Iain Banks
9765,,,,,,,,,,,
9766,V for Vendetta,4.26,297112,6637,2.0,English,296 pages,Hardcover,Published November 1st 2005 by Vertigo (first published 1990),Sequential Art,Alan Moore
9767,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,4.15,203792,8385,4.0,English,178 pages,Paperback,Published June 2nd 2003 by Walker Books Ltd (first published 1967),Fiction,E.L. Konigsburg
9768,The Memory Police,3.75,64279,9558,4.0,English,274 pages,Hardcover,Published August 13th 2019 by Pantheon Books (first published January 26th 1994),Fiction,Yōko Ogawa
9769,To All the Boys I've Loved Before,4.06,776294,45822,3.0,English,355 pages,Hardcover,Published April 15th 2014 by Simon & Schuster Books for Young Readers,Romance,Jenny Han
9770,The Great Believers,4.26,107727,10525,6.0,English,421 pages,Paperback,Published June 4th 2019 by Penguin Books (first published June 19th 2018),Fiction,Rebecca Makkai
9771,The Prince of Tides,4.25,203478,4802,,English,679 pages,Paperback,Published March 26th 2002 by Dial Press Trade Paperback (first published 1986),Fiction,Pat Conroy
9772,The Girl with the Louding Voice,4.45,125632,13824,4.0,English,371 pages,Hardcover,Published February 4th 2020 by Dutton Books,Fiction,Abi Daré
9773,The Hating Game,3.96,584463,61317,2.0,English,365 pages,Paperback,Published August 9th 2016 by William Morrow Paperbacks,Romance,Sally Thorne
9774,Where the Sidewalk Ends,4.32,1322076,11928,3.0,English,176 pages,Hardcover,Published November 2002 by Harpercollins Childrens Books (first published 1974),Poetry,Shel Silverstein
9775,Defending Jacob,3.99,286701,22720,4.0,English,421 pages,Hardcover,Published January 31st 2012 by Delacorte Press,Fiction,William Landay
9776,Bring Up the Bodies,4.27,89521,8550,9.0,English,412 pages,Hardcover,"Published May 8th 2012 by Henry Holt & Company, Inc. (first published 2012)",Historical,Hilary Mantel
9777,Fifty Shades Freed,3.84,806596,27222,1.0,English,579 pages,Paperback,Published May 17th 2012 by Vintage Books (first published April 17th 2012),Romance,E.L. James
9778,The End of the Affair,3.90,60269,5424,1.0,English,160 pages,Paperback,Published October 7th 2004 by Vintage Classics (first published 1951),Fiction,Graham Greene
9779,Till We Have Faces,4.18,63960,5361,1.0,English,313 pages,Paperback,Published August 6th 2006 by Harcourt Paperbacks (first published 1956),Fiction,C.S. Lewis
9780,On Chesil Beach,3.60,87459,7988,4.0,English,166 pages,Hardcover,Published March 23rd 2007 by Jonathan Cape,Fiction,Ian McEwan
9781,Peace Like a River,4.00,86694,8640,4.0,English,312 pages,Paperback,Published August 7th 2002 by Atlantic Monthly Press (first published August 2nd 2001),Fiction,Leif Enger
9782,The Wide Window,3.95,182378,6038,,English,214 pages,Hardcover,Published February 25th 2000 by HarperCollins Publishers (first published February 2nd 2000),Fiction,Lemony Snicket
9783,Red at the Bone,3.99,70529,8516,4.0,English,196 pages,Hardcover,Published September 17th 2019 by Riverhead Books,Fiction,Jacqueline Woodson
9784,Inkheart,3.91,406009,13379,9.0,English,563 pages,Paperback,Published May 1st 2005 by Scholastic Paperbacks (first published September 23rd 2003),Fantasy,Cornelia Funke
9785,Graceling,4.07,437728,25244,16.0,English,471 pages,Hardcover,Published October 1st 2008 by Harcourt,Fantasy,Kristin Cashore
9786,Wizard and Glass,4.25,185432,7195,,English,845 pages,Paperback,Published October 2003 by New English Library (first published November 4th 1997),Fantasy,Stephen King
9787,Oranges Are Not the Only Fruit,3.73,71342,4212,1.0,English,176 pages,Paperback,Published August 20th 1997 by Grove Press (first published March 21st 1985),Fiction,Jeanette Winterson
9788,All the Ugly and Wonderful Things,4.02,141455,18611,3.0,English,432 pages,Hardcover,Published August 9th 2016 by Thomas Dunne Books,Fiction,Bryn Greenwood
9789,Dear Edward,4.08,141317,15099,1.0,English,340 pages,Hardcover,Published January 6th 2020 by Dial Press,Fiction,Ann Napolitano
9790,The Reluctant Fundamentalist,3.73,73009,7078,4.0,English,228 pages,Kindle Edition,Published April 3rd 2007 by Mariner Books; 1 edition,Fiction,Mohsin Hamid
9791,Vicious,4.23,186563,29213,1.0,English,366 pages,Kindle Edition,Published September 24th 2013 by Tor Books,Fantasy,V.E. Schwab
9792,Anne of the Island,4.26,159358,6297,,English,243 pages,Paperback,Published November 1st 1983 by Bantam Books (first published November 1st 1915),Classics,L.M. Montgomery
9793,Career of Evil,4.21,191679,15158,3.0,English,609 pages,Kindle Edition,Published June 2018 by Mulholland Books (first published October 20th 2015),Mystery,Robert Galbraith
9794,82년생 김지영,4.18,100914,15776,1.0,Korean,192 pages,Hardcover,Published October 14th 2016 by 민음사,Fiction,Cho Nam-Joo
9795,Green Eggs and Ham,4.30,725561,10768,,English,64 pages,Hardcover,Published 1988 by Random House Books for Young Readers (first published June 1960),Childrens,Dr. Seuss
9796,The Dry,4.05,210887,17769,8.0,English,336 pages,Kindle Edition,Published May 31st 2016 by Macmillan Australia,Mystery,Jane Harper
9797,Leave the World Behind,3.19,113502,17228,2.0,English,241 pages,Hardcover,Published October 6th 2020 by Ecco,Fiction,Rumaan Alam
9798,Where the Heart Is,4.03,244728,4039,1.0,English,376 pages,Paperback,Published June 1st 1998 by Grand Central Publishing (first published January 1st 1995),Fiction,Billie Letts
9799,Wool Omnibus,4.21,175616,14482,4.0,English,509 pages,Kindle Edition,Published January 25th 2012 by Broad Reach Publishing,Science Fiction,Hugh Howey
9800,The Unhoneymooners,3.96,593898,58489,1.0,English,400 pages,Paperback,Published May 14th 2019 by Gallery Books,Romance,Christina Lauren
9801,The Hero of Ages,4.52,352721,23322,3.0,English,572 pages,Hardcover,Published October 14th 2008 by Tor Books,Fantasy,Brandon Sanderson
9802,Behind Closed Doors,3.98,460150,37397,1.0,English,293 pages,Hardcover,Published August 9th 2016 by St. Martin's Press,Thriller,B.A. Paris
9803,The Scarlet Pimpernel,4.07,131093,7187,,English,182 pages,Paperback,Published February 28th 2005 by Quiet Vision Pub (first published 1905),Classics,Emmuska Orczy
9804,A Long Way Down,3.43,85198,5402,1.0,English,368 pages,Hardcover,Published May 2nd 2006 by Riverhead Books (first published May 5th 2005),Fiction,Nick Hornby
9805,The Miniaturist,3.61,133618,13794,4.0,English,400 pages,Hardcover,Published August 26th 2014 by Ecco Press (first published July 3rd 2014),Historical,Jessie Burton
9806,Alice in Wonderland,4.03,385011,5457,2.0,English,92 pages,Hardcover,Published September 7th 2004 by Gramercy Books (first published 1865),Classics,Jane Carruth
9807,Winnie-the-Pooh,4.35,309911,6206,,English,161 pages,Hardcover,Published October 1st 2001 by Dutton Juvenile (first published October 14th 1926),Classics,A.A. Milne
9808,Guards! Guards!,4.33,189089,5862,2.0,English,376 pages,Mass Market Paperback,Published August 2001 by HarperTorch (first published 1989),Fantasy,Terry Pratchett
9809,Children of Dune,3.96,155888,5512,3.0,English,609 pages,Paperback,Published June 4th 2019 by Ace Books (first published April 1976),Science Fiction,Frank Herbert
9810,Brisingr,4.08,344925,9898,,English,748 pages,Hardcover,Published September 20th 2008 by Alfred A. Knopf,Fantasy,Christopher Paolini
9811,Casino Royale,3.74,79078,5399,,English,192 pages,Paperback,Published August 27th 2002 by Penguin (first published 1953),Fiction,Ian Fleming
9812,The Sparrow,4.13,70793,8320,6.0,English,419 pages,Paperback,Published September 8th 1997 by Ballantine Books (first published September 9th 1996),Science Fiction,Mary Doria Russell
9813,I'll Give You the Sun,4.16,314871,29191,10.0,English,371 pages,Hardcover,Published September 16th 2014 by Dial Books,Young Adult,Jandy Nelson
9814,The Rosie Effect,3.62,125188,11809,1.0,English,368 pages,Paperback,Published July 21st 2015 by Simon Schuster (first published September 24th 2014),Fiction,Graeme Simsion
9815,Childhood's End,4.12,148770,6531,1.0,English,224 pages,Mass Market Paperback,Published May 12th 1987 by Del Rey Books (first published August 1953),Science Fiction,Arthur C. Clarke
9816,Equal Rites,4.05,165735,5657,2.0,English,240 pages,Paperback,Published September 13th 2005 by Harper Perennial (first published 1987),Fantasy,Terry Pratchett
9817,Cujo,3.76,263010,6639,3.0,Spanish,432 pages,Paperback,Published June 6th 2006 by Debolsillo (first published 1981),Horror,Stephen King
9818,Kitchen,3.89,76285,7595,3.0,English,160 pages,Paperback,Published April 17th 2006 by Grove Press (first published January 30th 1988),Fiction,Banana Yoshimoto
9819,Crooked Kingdom,4.61,505694,57334,1.0,English,561 pages,Kindle Edition,Published September 27th 2016 by Orion Children's Books,Fantasy,Leigh Bardugo
9820,Drums of Autumn,4.35,235193,9185,1.0,English,928 pages,Paperback,Published October 16th 2018 by Bantam (first published December 30th 1996),Historical,Diana Gabaldon
9821,Starship Troopers,4.01,215765,6749,1.0,English,264 pages,Mass Market Paperback,Published May 1987 by Ace Books (first published December 1959),Science Fiction,Robert A. Heinlein
9822,The Flatshare,4.04,303191,34988,1.0,English,394 pages,Hardcover,Published April 18th 2019 by Quercus (first published April 10th 2019),Romance,Beth O'Leary
9823,The Cruel Prince,4.08,815138,74654,5.0,English,370 pages,Hardcover,"Published January 2nd 2018 by Little, Brown Books for Young Readers",Fantasy,Holly Black
9824,Matched,3.63,740864,34859,11.0,English,369 pages,Hardcover,Published November 30th 2010 by Dutton Books for Young Readers,Young Adult,Ally Condie
9825,Before the Fall,3.72,122697,13003,3.0,English,401 pages,Kindle Edition,Published May 31st 2016 by Grand Central Publishing,Fiction,Noah Hawley
9826,Salvage the Bones,3.95,58518,7257,6.0,English,261 pages,Hardcover,Published 2011 by Bloomsbury,Fiction,Jesmyn Ward
9827,Second Foundation,4.27,171142,3755,1.0,English,256 pages,Hardcover,Published June 1st 2004 by Bantam Spectra (first published 1953),Science Fiction,Isaac Asimov
9828,Dandelion Wine,4.08,64591,5697,,English,239 pages,Paperback,Published July 2000 by Earthlight (UK) (first published September 1957),Fiction,Ray Bradbury
9829,Code Name Verity,4.02,110880,15641,13.0,English,452 pages,Paperback,Published February 6th 2012 by Egmont Press,Historical,Elizabeth Wein
9830,The Dead Zone,3.95,208886,5727,3.0,English,402 pages,Mass Market Paperback,Published August 1980 by Signet/New American Library (first published August 30th 1979),Horror,Stephen King
9831,All the King's Men,4.08,61389,2996,3.0,English,439 pages,Paperback,Published September 1st 1996 by Harcourt Brace (first published 1946),Fiction,Robert Penn Warren
9832,Luster,3.55,84149,11007,8.0,English,227 pages,Hardcover,"Published August 4th 2020 by Farrar, Straus and Giroux",Fiction,Raven Leilani
9833,"Cry, the Beloved Country",3.91,71851,4528,1.0,English,316 pages,Hardcover,Published November 25th 2003 by Scribner (first published February 1st 1948),Fiction,Alan Paton
9834,Contact,4.14,135771,3984,1.0,French,580 pages,Mass Market Paperback,Published August 28th 1997 by Pocket (first published October 1986),Science Fiction,Carl Sagan
9835,A Court of Mist and Fury,4.63,933702,83846,1.0,English,624 pages,Paperback,Published June 2nd 2020 by Bloomsbury Publishing (first published May 3rd 2016),Fantasy,Sarah J. Maas
9836,The Storyteller,4.28,197503,18265,1.0,English,461 pages,Hardcover,Published February 26th 2013 by Atria,Fiction,Jodi Picoult
9837,Bird Box,4.04,173449,18774,5.0,English,272 pages,Hardcover,Published May 13th 2014 by Ecco (first published March 27th 2014),Horror,Josh Malerman
9838,"Eat, Pray, Love",3.61,1660555,56570,1.0,English,368 pages,Paperback,Published February 1st 2007 by Riverhead Books (first published February 16th 2006),Nonfiction,Elizabeth Gilbert
9839,Ficciones,4.43,60608,3536,1.0,English,174 pages,Paperback,Published February 1st 1994 by Grove Press (first published 1944),Fiction,Jorge Luis Borges
9840,Seveneves,4.00,108619,11457,7.0,English,872 pages,Kindle Edition,Published May 19th 2015 by William Morrow,Science Fiction,Neal Stephenson
