,title,rating,num_ratings,num_reviews,num_awards,language,num_page,cover_type,published_year,genre,author
14263,"Bitter Is the New Black: Confessions of a Condescending, Egomaniacal, Self-Centered Smartass, Or, Why You Should Never Carry A Prada Bag to the Unemployment Office",3.87,49499,4329,,English,400 pages,Paperback,Published March 7th 2006 by NAL,Womens Fiction,Jen Lancaster
14264,"Why Fish Don't Exist: A Story of Loss, Love, and the Hidden Order of Life",4.19,24984,3932,2.0,English,225 pages,Hardcover,Published April 14th 2020 by Simon Schuster,Nonfiction,Lulu Miller
14265,"Without You, There Is No Us: My Time with the Sons of North Korea's Elite",3.92,19149,2351,,,291 pages,Hardcover,Published October 14th 2014 by Crown (first published 2014),Nonfiction,Suki Kim
14266,Hollywood Park,4.28,13250,2114,1.0,English,384 pages,Hardcover,Published May 26th 2020 by Celadon Books (first published May 5th 2020),Autobiography,Mikel Jollett
14267,Wildflower,3.59,29191,3486,,English,288 pages,Hardcover,Published October 27th 2015 by Dutton,Nonfiction,Drew Barrymore
14268,Braiding Sweetgrass,4.57,76304,11020,2.0,English,391 pages,Hardcover,Published October 15th 2013 by Milkweed Editions,Nonfiction,Robin Wall Kimmerer
14269,The Salt Path,4.05,53342,5428,3.0,English,288 pages,Hardcover,Published March 22nd 2018 by Michael Joseph,Nonfiction,Raynor Winn
14270,The Magnolia Story,4.18,91459,7353,,English,208 pages,Kindle Edition,Published October 18th 2016 by Thomas Nelson,Nonfiction,Chip Gaines
14271,Will,4.29,53293,7793,,English,418 pages,Hardcover,Published November 9th 2021 by Penguin Press,Nonfiction,Will Smith
14272,Girl in a Band,3.65,26317,2025,1.0,English,273 pages,Hardcover,Published February 24th 2015 by Dey Street Books (first published February 2015),Music,Kim Gordon
14273,Notes from a Small Island,3.91,107482,4901,,English,324 pages,Paperback,Published May 28th 1997 by William Morrow Paperbacks (first published 1995),Travel,Bill Bryson
14274,Possible Side Effects,3.98,47057,1470,,English,291 pages,Paperback,Published April 17th 2007 by Picador USA (first published May 2nd 2006),Autobiography,Augusten Burroughs
14275,Nobody Will Tell You This But Me: A True (as Told to Me) Story,4.24,17529,2392,1.0,English,224 pages,Hardcover,Published March 17th 2020 by Knopf Publishing Group,Autobiography,Bess Kalb
14276,The Fire Never Goes Out: A Memoir in Pictures,4.05,6983,1147,1.0,English,198 pages,Hardcover,Published March 3rd 2020 by HarperTeen,Sequential Art,N.D. Stevenson
14277,My Story,3.85,39831,4935,1.0,English,308 pages,Hardcover,Published October 7th 2013 by St. Martin's Press,Autobiography,Elizabeth Smart
14278,Sickened: The Memoir of a Munchausen by Proxy Childhood,3.73,18561,1395,1.0,English,244 pages,Hardcover,Published September 30th 2003 by Bantam (first published 2003),Nonfiction,Julie Gregory
14279,In the Country We Love: My Family Divided,4.14,10209,1414,1.0,English,259 pages,Hardcover,Published May 3rd 2016 by Henry Holt and Co.,Nonfiction,Diane Guerrero
14280,All Things Bright and Beautiful,4.33,75871,1698,1.0,English,378 pages,Paperback,Published August 1st 2004 by St. Martin's Griffin (first published August 15th 1974),Nonfiction,James Herriot
14281,I Remember Nothing: and Other Reflections,3.78,27533,3429,,English,137 pages,Hardcover,Published November 9th 2010 by Knopf (first published 2010),Nonfiction,Nora Ephron
14282,"The Dirty Life: On Farming, Food, and Love",4.07,16843,2196,,English,276 pages,Hardcover,Published October 12th 2010 by Scribner,Nonfiction,Kristin Kimball
14283,I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,3.89,64759,3152,,English,304 pages,Paperback,Published June 28th 2000 by Broadway Books (first published 1998),Nonfiction,Bill Bryson
14284,"The Bedwetter: Stories of Courage, Redemption, and Pee",3.53,38627,2287,1.0,English,240 pages,Hardcover,Published April 20th 2010 by Harper Collins (first published April 10th 2010),Humor,Sarah Silverman
14285,The Know-It-All,3.75,28653,2545,,English,388 pages,Paperback,Published 2005 by Simon & Schuster (first published January 1st 2004),Nonfiction,A.J. Jacobs
14286,Memoirs of a Geisha,4.14,1909960,33793,,English,503 pages,Mass Market Paperback,Published November 22nd 2005 by Vintage Books USA (first published 1997),Fiction,Arthur Golden
14287,The Fire Next Time,4.54,88275,7742,1.0,English,106 pages,Paperback,Published February 1st 1993 by Vintage (first published January 31st 1963),Nonfiction,James Baldwin
14288,The Truths We Hold: An American Journey,3.99,20454,2885,,English,336 pages,Kindle Edition,Published January 8th 2019 by Penguin Press,Nonfiction,Kamala Harris
14289,The Art of Memoir,4.13,6865,1026,,English,225 pages,Hardcover,Published September 15th 2015 by Harper,Language,Mary Karr
14290,On Earth We're Briefly Gorgeous,4.05,217883,29522,11.0,English,246 pages,Hardcover,Published June 4th 2019 by Penguin Press,Fiction,Ocean Vuong
14291,"Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality",3.57,21639,2893,,English,247 pages,Hardcover,Published November 20th 2012 by Doubleday,Nonfiction,Jacob Tomsky
14292,Trick Mirror: Reflections on Self-Delusion,4.08,62098,7167,2.0,English,303 pages,Hardcover,Published August 6th 2019 by Random House,Nonfiction,Jia Tolentino
14293,Tweak: Growing Up On Methamphetamines,3.96,40031,3349,1.0,English,336 pages,Hardcover,Published February 19th 2008 by Atheneum Books for Young Readers,Nonfiction,Nic Sheff
14294,Let's Take the Long Way Home: A Memoir of Friendship,3.95,11555,1706,,English,209 pages,Kindle Edition,Published August 10th 2010 by Random House (first published 2010),Autobiography,Gail Caldwell
14295,Permanent Record,4.31,46753,4519,1.0,English,339 pages,Hardcover,Published September 17th 2019 by Metropolitan Books,Nonfiction,Edward Snowden
14296,Little Weirds,3.87,26512,4528,,English,304 pages,Hardcover,"Published November 5th 2019 by Little, Brown and Company",Nonfiction,Jenny Slate
14297,Dewey: The Small-Town Library Cat Who Touched the World,3.85,58689,6470,,English,277 pages,Hardcover,Published September 24th 2008 by Grand Central Publishing,Nonfiction,Vicki Myron
14298,On the Move: A Life,4.01,19878,1767,2.0,English,397 pages,Hardcover,Published April 28th 2015 by Knopf (first published April 2015),Nonfiction,Oliver Sacks
14299,Barbarian Days: A Surfing Life,4.26,26723,2629,2.0,English,447 pages,Hardcover,Published July 21st 2015 by Penguin Press,Nonfiction,William Finnegan
14300,Assata: An Autobiography,4.58,24207,1708,,English,274 pages,Paperback,Published November 1st 1999 by Lawrence Hill Books (first published 1987),Nonfiction,Assata Shakur
14301,How to Be a Good Creature: A Memoir in Thirteen Animals,4.06,9364,1669,,English,208 pages,Hardcover,Published September 25th 2018 by Mariner Books,Nonfiction,Sy Montgomery
14302,My Body,4.08,42434,5292,1.0,English,239 pages,Hardcover,Published November 9th 2021 by Metropolitan Books,Nonfiction,Emily Ratajkowski
14303,A Homemade Life: Stories and Recipes from My Kitchen Table,3.94,16138,1888,,English,336 pages,Hardcover,Published March 3rd 2009 by Simon & Schuster,Food and Drink,Molly Wizenberg
14304,"Same Kind of Different as Me: A Modern-Day Slave, an International Art Dealer, and the Unlikely Woman Who Bound Them Together",4.19,87842,8404,,English,240 pages,Hardcover,Published June 18th 2006 by Thomas Nelson (first published January 1st 2006),Nonfiction,Ron Hall
14305,"Girl Walks Into a Bar...: Comedy Calamities, Dating Disasters, and a Midlife Miracle",3.61,24588,1547,,English,248 pages,Hardcover,Published March 29th 2012 by Gotham Books (first published March 1st 2012),Autobiography,Rachel Dratch
14306,The Sound of a Wild Snail Eating,4.13,13696,2689,2.0,English,208 pages,Hardcover,Published August 24th 2010 by Algonquin Books (first published August 15th 2010),Nonfiction,Elisabeth Tova Bailey
14307,She's Not There: A Life in Two Genders,3.93,11290,981,,English,320 pages,Paperback,Published August 10th 2004 by Broadway Books (first published July 1st 2003),Autobiography,Jennifer Finney Boylan
14308,In a Sunburned Country,4.07,105292,6348,2.0,English,335 pages,Paperback,Published May 15th 2001 by Broadway Books (first published 2000),Travel,Bill Bryson
14309,The Lonely City: Adventures in the Art of Being Alone,3.92,23818,2832,2.0,English,336 pages,Hardcover,Published March 1st 2016 by Picador,Nonfiction,Olivia Laing
14310,Honor Girl: A Graphic Memoir,3.79,9862,1500,3.0,English,267 pages,Hardcover,Published September 8th 2015 by Candlewick Press,Sequential Art,Maggie Thrash
14311,Comfort Me with Apples: More Adventures at the Table,4.05,20540,1176,,English,302 pages,Paperback,Published April 9th 2002 by Random House Trade (first published June 12th 2001),Food and Drink,Ruth Reichl
14312,Inside Out,3.90,37129,3884,1.0,English,262 pages,Hardcover,Published September 24th 2019 by Harper,Nonfiction,Demi Moore
14313,My Stroke of Insight: A Brain Scientist's Personal Journey,3.90,27304,3850,,English,188 pages,Paperback,Published November 1st 2006 by Lulu.com (first published 2006),Nonfiction,Jill Bolte Taylor
14314,Black Like Me,4.10,66447,3098,1.0,English,208 pages,Paperback,Published May 6th 2003 by Berkley Books (first published 1961),Nonfiction,John Howard Griffin
14315,Falling Leaves: The Memoir of an Unwanted Chinese Daughter,3.90,26931,1997,,English,278 pages,Paperback,Published April 6th 1999 by Broadway Books (first published 1997),Nonfiction,Adeline Yen Mah
14316,Pilgrim at Tinker Creek,4.10,25277,2555,1.0,English,288 pages,Paperback,Published June 1st 2000 by Harper Perennial (first published 1974),Nonfiction,Annie Dillard
14317,Slouching Towards Bethlehem,4.19,56082,4954,,English,238 pages,Paperback,Published October 28th 2008 by Farrar Straus Giroux (first published 1968),Nonfiction,Joan Didion
14318,Notes on a Silencing,4.26,7635,1166,1.0,English,400 pages,Hardcover,"Published July 7th 2020 by Little, Brown and Company",Autobiography,Lacy Crawford
14319,Gift from the Sea,4.15,47547,4704,1.0,English,130 pages,Paperback,Published January 30th 1991 by Vintage (first published 1955),Nonfiction,Anne Morrow Lindbergh
14320,Smile,4.24,250227,12027,6.0,English,214 pages,Hardcover,Published February 1st 2010 by Scholastic/Graphix (first published July 12th 2009),Sequential Art,Raina Telgemeier
14321,"Sigh, Gone: A Misfit's Memoir of Great Books, Punk Rock, and the Fight to Fit In",4.30,7290,1129,1.0,,320 pages,Hardcover,Published April 21st 2020 by Flatiron Books,Autobiography,Phuc Tran
14322,Homage to Catalonia,4.10,54686,3400,,English,232 pages,Paperback,"Published October 22nd 1980 by Harcourt, Inc.(Harvest Book) (first published April 25th 1938)",History,George Orwell
14323,The Immortal Life of Henrietta Lacks,4.10,683985,38506,7.0,English,370 pages,Hardcover,Published February 2nd 2010 by Crown Publishing Group,Nonfiction,Rebecca Skloot
14324,An American Childhood,3.91,9441,913,1.0,English,255 pages,Kindle Edition,Published October 13th 2009 by HarperCollins e-books (first published September 1st 1987),Autobiography,Annie Dillard
14325,In Other Words,3.72,12636,2075,,English,233 pages,Hardcover,Published February 9th 2016 by Knopf (first published January 28th 2015),Nonfiction,Jhumpa Lahiri
14326,Cherry,3.78,9434,693,,English,276 pages,Paperback,Published 2002 by Pan MacMillan (first published January 1st 2000),Autobiography,Mary Karr
14327,How to Write an Autobiographical Novel,4.41,9643,1408,3.0,,277 pages,Paperback,Published April 17th 2018 by Mariner Books,Writing,Alexander Chee
14328,Crazy Brave,4.21,5718,767,1.0,English,172 pages,Hardcover,Published July 9th 2012 by W. W. Norton & Company,Autobiography,Joy Harjo
14329,"Here for It; Or, How to Save Your Soul in America: Essays",4.05,10455,1703,1.0,English,264 pages,Hardcover,Published February 18th 2020 by Ballantine Books,Nonfiction,R. Eric Thomas
14330,The Greatest Love Story Ever Told,3.65,22047,3113,2.0,English,269 pages,Hardcover,Published October 2nd 2018 by Dutton Books,Nonfiction,Megan Mullally
14331,"Breaking Night: A Memoir of Forgiveness, Survival, and My Journey from Homeless to Harvard",4.20,20044,2355,1.0,English,334 pages,Hardcover,Published September 7th 2010 by Hyperion,Autobiography,Liz Murray
14332,The Diary of a Bookseller,3.74,23773,3965,,English,310 pages,Hardcover,Published September 28th 2017 by Profile Books (first published 2017),Nonfiction,Shaun Bythell
14333,One Day We'll All Be Dead and None of This Will Matter,3.75,12175,1505,1.0,English,241 pages,Hardcover,Published March 7th 2017 by Doubleday Canada,Nonfiction,Scaachi Koul
14334,Born on a Blue Day: Inside the Extraordinary Mind of an Autistic Savant,3.83,22241,2205,,English,226 pages,Hardcover,Published January 9th 2007 by Free Press (first published January 9th 2006),Nonfiction,Daniel Tammet
14335,#Girlboss,3.65,73457,4465,1.0,English,256 pages,Hardcover,Published May 6th 2014 by Portfolio,Nonfiction,Sophia Amoruso
14336,Mom & Me & Mom,4.21,23642,2262,2.0,English,201 pages,Hardcover,Published April 2nd 2013 by Random House,Nonfiction,Maya Angelou
14337,Medium Raw: A Bloody Valentine to the World of Food and the People Who Cook,3.84,39353,3249,1.0,English,288 pages,Kindle Edition,Published June 8th 2010 by HarperCollins e-books,Nonfiction,Anthony Bourdain
14338,Recollections of My Nonexistence: A Memoir,4.21,5774,857,1.0,English,256 pages,Hardcover,Published March 10th 2020 by Viking,Autobiography,Rebecca Solnit
14339,Life,3.88,90839,5058,1.0,English,564 pages,Hardcover,Published October 26th 2010 by Weidenfeld & Nicolson (first published October 10th 2010),Music,Keith Richards
14340,I'm Just a Person,3.94,9622,972,1.0,English,256 pages,Hardcover,Published June 14th 2016 by Ecco,Autobiography,Tig Notaro
14341,Glitter and Glue,3.84,16847,2236,1.0,English,224 pages,Hardcover,Published February 4th 2014 by Ballantine Books,Autobiography,Kelly Corrigan
14342,How to Be an Antiracist,4.38,106370,11500,1.0,English,305 pages,Hardcover,Published August 13th 2019 by One World,Nonfiction,Ibram X. Kendi
14343,The Middle Place,3.88,31210,3179,,English,272 pages,Hardcover,Published January 8th 2008 by Hachette Books (first published June 25th 2005),Autobiography,Kelly Corrigan
14344,"Hello, Molly!: A Memoir",4.15,21568,2738,1.0,English,304 pages,Hardcover,Published April 12th 2022 by Ecco Press,Autobiography,Molly Shannon
14345,Notes on Grief,4.23,23261,3109,1.0,,80 pages,Hardcover,Published May 11th 2021 by Knopf,Nonfiction,Chimamanda Ngozi Adichie
14346,The Secret to Superhuman Strength,4.17,8206,1325,1.0,English,240 pages,Hardcover,Published May 4th 2021 by Mariner Books,Sequential Art,Alison Bechdel
14347,Stolen Innocence,3.92,28451,2248,,English,438 pages,Hardcover,Published May 13th 2008 by William Morrow,Nonfiction,Elissa Wall
14348,Catch Me If You Can: The True Story of a Real Fake,4.04,57113,2878,,English,224 pages,Paperback,Published January 23rd 2003 by Mainstream Publishing (first published 1980),Nonfiction,Frank W. Abagnale
14349,My Own Words,4.04,21355,2719,,English,400 pages,Hardcover,Published October 4th 2016 by Simon & Schuster,Nonfiction,Ruth Bader Ginsburg
14350,Aftershocks,3.92,5370,846,1.0,English,299 pages,Hardcover,Published January 12th 2021 by Simon Schuster,Autobiography,Nadia Owusu
14351,Dancing at the Pity Party: A Dead Mom Graphic Memoir,4.52,8289,1812,2.0,English,202 pages,Hardcover,Published April 14th 2020 by Dial Books,Sequential Art,Tyler Feder
14352,Notes from a Young Black Chef,4.02,9231,1078,1.0,English,288 pages,Hardcover,Published April 9th 2019 by Knopf Publishing Group,Autobiography,Kwame Onwuachi
14353,Vacationland: True Stories from Painful Beaches,4.04,17086,1882,2.0,,253 pages,Paperback,Published May 29th 2018 by Penguin Books (first published October 24th 2017),Nonfiction,John Hodgman
